2020-09-12 14:06:25.57: (101ms) 87% AUTOCLICK > Clicks in one second: 35; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.622: (101ms) 90% AUTOCLICK > Clicks in one second: 36; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.663: (101ms) 92% AUTOCLICK > Clicks in one second: 37; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.664: (101ms) 95% AUTOCLICK > Clicks in one second: 38; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.735: (101ms) 97% AUTOCLICK > Clicks in one second: 39; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.744: (101ms) 100% AUTOCLICK > Clicks in one second: 40; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.838: (101ms) 100% AUTOCLICK > Clicks in one second: 41; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.847: (101ms) 100% AUTOCLICK > Clicks in one second: 42; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.972: (101ms) 100% AUTOCLICK > Clicks in one second: 43; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.985: (101ms) 100% AUTOCLICK > Clicks in one second: 44; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:30.856: (101ms) 80% AUTOCLICK > Clicks in one second: 32; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:30.86: (101ms) 82% AUTOCLICK > Clicks in one second: 33; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:30.862: (101ms) 85% AUTOCLICK > Clicks in one second: 34; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
